Q50516489	1412-3835	1412-3835	0
Q50516486	1412-4025	1412-4025	2354-8754
Q50516484	1412-4785	1412-4785	2252-620X
Q50516478	1412-4807	1412-4807	2503-4375
Q50516477	1412-4939	1412-4939	2502-7085
Q50516474	1412-5056	1412-5056	0
Q50516472	1412-5064	1412-5064	2356-1661
Q50516470	1412-5269	1412-5269	2354-6700
Q50516468	1412-565X	1412-565X	0
Q50516466	1412-6109	1412-6109	2580-2763
Q50516464	1412-6389	1412-6389	2406-8535
Q50516461	1412-6834	1412-6834	2550-0090
Q50516457	1412-6869	1412-6869	2460-4038
Q50516455	1412-7512	1412-7512	2502-2210
Q50516453	1412-8152	1412-8152	2580-1007
Q50516449	1412-8969	1412-8969	2461-0771
Q50516447	1412-9418	1412-9418	0
Q50516444	1412-9507	1412-9507	2527-6778
Q50516441	1412-9590	1412-9590	0
Q50516438	1412-971X	1412-971X	2549-0745
Q50516437	1412-9760	1412-9760	2541-5948
Q50516435	1413-0378	1413-0378	2358-727X
Q50516431	1413-053X	1413-053X	2447-4207
Q50516425	1413-0939	1413-0939	0
Q50516422	1413-2079	1413-2079	2238-8281
Q50516420	1413-2109	1413-2109	0
Q50516418	1413-2478	1413-2478	1809-449X
Q50516416	1413-294X	1413-294X	1678-4669
Q50516414	1413-3571	1413-3571	2447-3855
Q50516411	1413-4055	1413-4055	2237-759X
Q50516409	1413-4128	1413-4128	1982-6729
Q50516406	1413-4152	1413-4152	1809-4457
Q50516404	1413-4853	1413-4853	1982-2170
Q50516402	1413-585X	1413-585X	1984-9230
Q50516671	1413-6538	1413-6538	1980-5470
Q50516668	1413-7054	1413-7054	1981-1829
Q50516667	1413-7321	1413-7321	2236-6377
Q50516665	1413-7755	1413-7755	2316-8242
Q50516664	1413-8271	1413-8271	0
Q50516656	1413-8557	1413-8557	2175-3539
Q50516654	1413-9022	1413-9022	2317-4536
Q50516651	1413-9448	1413-9448	1983-8891
Q50516648	1414-0144	1414-0144	1982-4718
Q50516644	1414-0543	1414-0543	2176-6665
Q50516642	1414-1906	1414-1906	1982-8837
Q50516640	1414-2139	1414-2139	1981-8920
Q50516637	1414-2236	1414-2236	1982-2928
Q50516634	1414-3283	1414-3283	1807-5762
Q50516632	1414-3518	1414-3518	2236-3459
Q50516628	1414-4077	1414-4077	1982-5765
Q50516621	1414-4980	1414-4980	0
Q50516619	1414-526X	1414-526X	2175-7968
Q50516616	1414-6312	1414-6312	1984-4530
Q50516614	1414-7106	1414-7106	1982-6745
Q50516612	1414-7165	1414-7165	2446-6905
Q50516610	1414-7416	1414-7416	2179-0892
Q50516606	1414-7483	1414-7483	2238-2577
Q50516602	1414-8145	1414-8145	2177-9465
Q50516601	1414-8609	1414-8609	2238-3786
Q50516598	1414-9893	1414-9893	1982-3703
Q50516597	1415-0492	1415-0492	1983-7771
Q50516593	1415-0980	1415-0980	2179-8087
Q50516592	1415-1464	1415-1464	1984-8420
Q50516591	1415-2150	1415-2150	1983-2117
Q50516587	1415-2843	1415-2843	1809-2667
Q50516586	1415-3580	1415-3580	1415-3580
Q50516582	1415-4366	1415-4366	1807-1929
Q50516579	1415-4498	1415-4498	1415-4498
Q50516577	1415-4676	1415-4676	1980-6183
Q50516575	1415-4714	1415-4714	1984-0381
Q50516572	1415-5273	1415-5273	1678-9865
Q50516571	1415-6229	1415-6229	1982-6753
Q50516568	1415-6490	1415-6490	2178-8189
Q50516565	1415-6555	1415-6555	1982-7849
Q50516562	1415-7403	1415-7403	2317-4153
Q50516559	1415-7543	1415-7543	1981-9021
Q50516558	1415-7713	1415-7713	2237-1346
Q50516555	1415-8426	1415-8426	1980-0037
Q50516553	1415-8566	1415-8566	1980-8194
Q50516551	1415-8973	1415-8973	0
Q50516549	1415-9848	1415-9848	1980-5527
Q50516547	1415-9902	1415-9902	2176-1043
Q50516544	1418-2106	1418-2106	2063-0476
Q50516542	1419-0222	1419-0222	2064-5929
Q50516802	1423-5528	1423-5528	1662-629X
Q50516799	1424-3784	1424-3784	1424-4020
Q50516797	1427-0994	1427-0994	1731-2507
Q50516796	1429-2955	1429-2955	2543-6309
Q50516792	1429-799X	1429-799X	2081-5980
Q50516791	1433-5239	1433-5239	2199-7268
Q50516789	1447-0950	1447-0950	0
Q50516785	1450-569X	1450-569X	2217-8066
Q50516783	1450-5843	1450-5843	0
Q50516780	1450-5959	1450-5959	2560-3159
Q50516778	1450-605X	1450-605X	2560-3264
Q50516776	1450-6637	1450-6637	2406-0941
Q50516774	1450-6661	1450-6661	1821-1127
Q50516770	1450-7226	1450-7226	2560-3094
Q50516769	1450-863X	1450-863X	2217-9232
Q50516767	1450-9636	1450-9636	2466-5509
Q50516764	1450-9814	1450-9814	2406-0976
Q50516761	1451-107X	1451-107X	2406-1069
Q50516758	1451-3749	1451-3749	1820-7863
Q25464680	1451-3994	1451-3994	1452-8185
Q50516756	1451-4354	1451-4354	2466-5495
Q50516754	1451-4966	1451-4966	2406-1077
Q50516751	1451-6551	1451-6551	2406-1301
Q50516748	1451-7485	1451-7485	2337-0351
Q50516747	1452-4457	1452-4457	2560-3302
Q25465454	1452-4864	1452-4864	2217-7159
Q50516744	1452-595X	1452-595X	2217-2386
Q50516741	1452-662X	1452-662X	2217-8171
Q50516739	1452-7367	1452-7367	2406-1328
Q50516736	1452-9467	1452-9467	2406-1344
Q50516734	1453-0503	1453-0503	2286-170X
Q50516731	1453-1305	1453-1305	1842-8088
Q50516730	1453-2069	1453-2069	2359-9855
Q50516726	1453-4223	1453-4223	2065-9547
Q50516724	1453-5386	1453-5386	2392-8107
Q50516721	1453-7257	1453-7257	0
Q50516719	1453-7397	1453-7397	0
Q50516717	1453-7559	1453-7559	2344-2352
Q15756325	1453-8830	1453-8830	2359-7089
Q50516716	1453-9047	1453-9047	2069-8291
Q50516714	1454-0320	1454-0320	2344-4436
Q50516712	1454-1378	1454-1378	0
Q50516711	1454-3907	1454-3907	2286-3702
Q50516707	1454-4296	1454-4296	2286-2056
Q50516706	1454-5675	1454-5675	0
Q50516703	1454-8062	1454-8062	0
Q50516701	1454-8097	1454-8097	0
Q50516699	1454-8100	1454-8100	2344-5440
Q50516696	1454-864X	1454-864X	2392-8956
Q50516694	1454-9980	1454-9980	2285-9292
Q50814389	1458-1396	0	1458-1396
Q50814387	1459-305X	0	1459-305X
Q26842690	1479-7364	0	1479-7364
Q50516691	1481-9384	1481-9384	0
Q50516689	1488-9994	1488-9994	0
Q50516687	1500-7502	1500-7502	1890-9671
Q50814386	1502-5462	0	1502-5462
Q19392470	1502-7473	1502-7473	2387-6727
Q50420163	1504-3614	1504-3614	1891-2982
Q50516936	1504-4556	1504-4556	1894-1257
Q50814385	1504-4831	0	1504-4831
Q50516932	1505-7054	1505-7054	2084-6312
Q50516930	1506-3615	1506-3615	2391-5838
Q50516926	1508-2008	1508-2008	2082-6737
Q50516924	1509-9415	1509-9415	2084-0373
Q50516920	1510-7450	1510-7450	1688-9584
Q50516918	1511-1369	1511-1369	2289-8948
Q50516916	1511-788X	1511-788X	2289-7860
Q50516914	1512-6102	1512-6102	2233-1786
Q50516912	1514-0032	1514-0032	1851-9504
Q50516911	1514-0105	1514-0105	2314-2561
Q50516908	1514-3899	1514-3899	2422-6580
Q50516902	1514-4186	1514-4186	1666-9479
Q50814384	1514-6871	0	1514-6871
Q50516901	1514-7991	1514-7991	1853-6387
Q50516898	1514-8327	1514-8327	1851-1740
Q50516894	1515-1115	1515-1115	1852-4478
Q50516892	1515-1786	1515-1786	1852-7434
Q50516889	1515-2251	1515-2251	2451-6600
Q50516888	1515-2413	1515-2413	1851-1694
Q50516886	1515-3371	1515-3371	2314-2766
Q50814383	1515-5994	0	1515-5994
Q50516883	1515-6206	1515-6206	1853-4392
Q50814382	1516-0351	0	1516-0351
Q50516881	1516-0572	1516-0572	1983-084X
Q50516876	1516-3083	1516-3083	2237-4876
Q50516874	1516-3091	1516-3091	1679-4842
Q50516871	1516-3865	1516-3865	2175-8077
Q50516868	1516-4136	1516-4136	2177-2738
Q50516866	1516-4179	1516-4179	2316-9044
Q50516865	1516-4330	1516-4330	2316-7114
Q50516864	1516-4551	1516-4551	0
Q50516861	1516-6104	1516-6104	1982-0879
Q50516859	1516-6333	1516-6333	0
Q50516858	1516-6481	1516-6481	2179-7536
Q50516853	1516-7313	1516-7313	1980-850X
Q50516850	1516-7658	1516-7658	2358-1654
Q50516848	1516-9294	1516-9294	1980-3710
Q50814381	1516-9375	0	1516-9375
Q50516845	1517-0276	1517-0276	2236-5362
Q50516844	1517-0306	1517-0306	2447-9187
Q50516842	1517-1108	1517-1108	2316-1191
Q50516838	1517-1949	1517-1949	1983-9278
Q50516831	1517-2422	1517-2422	2236-9996
Q50516829	1517-3283	1517-3283	2525-3166
Q50516827	1517-3852	1517-3852	2175-6783
Q50516825	1517-3941	1517-3941	2317-904X
Q50516824	1517-4115	1517-4115	2317-1529
Q50516823	1517-4522	1517-4522	1807-0337
Q50516821	1517-4530	1517-4530	2176-9419
Q50516819	1517-4689	1517-4689	1983-1463
Q50516816	1517-6312	1517-6312	2177-2894
Q50516815	1517-672X	1517-672X	1984-6983
Q50814379	1517-7076	0	1517-7076
Q50516812	1517-7580	1517-7580	0
Q50517067	1517-7599	1517-7599	0
Q50517066	1517-7947	1517-7947	2526-3471
Q50517063	1517-8242	1517-8242	1984-4840
Q50517061	1517-8692	1517-8692	1806-9940
Q50517058	1517-8900	1517-8900	1984-6975
Q50517056	1517-9087	1517-9087	1984-882X
Q50517054	1517-9702	1517-9702	1678-4634
Q50517052	1517-9869	1517-9869	1981-8106
Q50517050	1518-0158	1518-0158	2316-4018
Q50517046	1518-0344	1518-0344	2359-3296
Q50517044	1518-0352	1518-0352	2175-5620
Q28678510	1518-1219	0	1518-1219
Q50517042	1518-1634	1518-1634	1807-1600
Q50814378	1518-1944	0	1518-1944
Q50517041	1518-2002	1518-2002	2175-3709
Q50814377	1518-2487	0	1518-2487
Q50517038	1518-2509	1518-2509	2525-6211
Q50517034	1518-2797	1518-2797	1809-6891
Q50814376	1518-2924	0	1518-2924
Q50517033	1518-3025	1518-3025	2179-8834
Q50814375	1518-3394	0	1518-3394
Q50517032	1518-4919	1518-4919	2358-0801
Q50517030	1518-6059	1518-6059	2318-2695
Q50517027	1518-6369	1518-6369	1982-7687
Q50517020	1518-7012	1518-7012	0
Q50517018	1518-7039	1518-7039	2317-6091
Q50517014	1518-8779	1518-8779	0
Q50517013	1518-8795	1518-8795	0
Q50517009	1518-952X	1518-952X	2176-9109
Q50517007	1518-9554	1518-9554	2317-2762
Q50517005	1518-9929	1518-9929	2237-5139
Q50814373	1519-0617	0	1519-0617
Q50517002	1519-0994	1519-0994	1984-5677
Q50517000	1519-1540	1519-1540	2236-5664
Q50516996	1519-2512	1519-2512	2177-4005
Q50516995	1519-311X	1519-311X	1982-2553
Q50516990	1519-3276	1519-3276	2177-5648
Q50516989	1519-3640	1519-3640	2238-9024
Q50516985	1519-3829	1519-3829	1806-9304
Q50516983	1519-387X	1519-387X	2177-6210
Q50516982	1519-4183	1519-4183	1984-9036
Q50516979	1519-4507	1519-4507	2317-742X
Q50516976	1519-504X	1519-504X	2358-7024
Q50516975	1519-5694	1519-5694	0
Q50516973	1519-5899	1519-5899	2179-7943
Q50516972	1519-5902	1519-5902	2238-0094
Q50516967	1519-6089	1519-6089	1984-7289
Q10274941	1519-6186	1519-6186	0
Q50516966	1519-6240	1519-6240	2358-1042
Q50516964	1519-7050	1519-7050	0
Q50516961	1519-7077	1519-7077	1808-057X
Q50516960	1519-7611	1519-7611	1982-7814
Q50516955	1519-7727	1519-7727	2318-0919
Q50516954	1519-8464	1519-8464	2317-2150
Q50814372	1519-9029	0	1519-9029
Q50516952	1519-9940	1519-9940	1519-9940
Q50807240	1524-6345	0	1524-6345
Q50516949	1526-8659	1526-8659	0
Q50814371	1536-0121	0	1536-0121
Q50814370	1540-5877	0	1540-5877
Q50516948	1541-8561	1541-8561	2475-8752
Q50814368	1542-6300	0	1542-6300
Q7414002	1546-2366	0	1546-2366
Q50518217	1549-4470	1549-4470	1549-4497
Q50814367	1553-3069	0	1553-3069
Q50814366	1553-4316	0	1553-4316
Q50807248	1554-8678	0	1554-8678
Q50518216	1554-8716	1554-8716	0
Q50770882	1555-5062	0	1555-5062
Q50814365	1555-7596	0	1555-7596
Q50770956	1555-9033	0	1555-9033
Q50518209	1556-1542	1556-1542	1556-1550
Q50518207	1557-7244	1557-7244	2333-4304
Q50518206	1558-643X	1558-643X	0
Q50814364	1558-9404	0	1558-9404
Q50814363	1559-5404	0	1559-5404
Q50518204	1560-2206	1560-2206	2309-2491
Q50518200	1560-8034	1560-8034	1605-6582
Q50518197	1560-8956	1560-8956	2522-9575
Q50518195	1560-9278	1560-9278	1997-4736
Q50518192	1560-9286	1560-9286	2008-2347
Q50518188	1561-3666	1561-3666	2228-7213
Q50518185	1561-4042	1561-4042	0
Q50518181	1562-0506	1562-0506	0
Q50518180	1562-1057	1562-1057	2476-6755
Q50518169	1562-3009	1562-3009	1818-1686
Q50814362	1562-4730	0	1562-4730
Q50518167	1562-8264	1562-8264	2078-676X
Q50518163	1563-0331	1563-0331	2312-7554
Q50518161	1563-0625	1563-0625	2313-741X
Q50518158	1563-0773	1563-0773	0
Q50518155	1563-4604	1563-4604	2412-3862
Q50518151	1569-1861	1569-1861	0
Q50814360	1573-160X	0	1573-160X
Q50518148	1575-023X	1575-023X	1695-5714
Q50518146	1575-0698	1575-0698	2385-4219
Q50518142	1575-0825	1575-0825	2172-3184
Q50814359	1575-0965	0	1575-0965
Q50518140	1575-1813	1575-1813	0
Q50814562	1575-2844	0	1575-2844
Q50518138	1575-3840	1575-3840	2341-3549
Q50518136	1575-5045	1575-5045	2014-9107
Q50814559	1575-605X	0	1575-605X
Q50518133	1575-6823	1575-6823	2340-2199
Q50518130	1575-7072	1575-7072	2172-7775
Q50814557	1575-9563	0	1575-9563
Q50518129	1575-9628	1575-9628	1576-3420
Q50518127	1576-0162	1576-0162	0
Q31281879	1576-2661	1576-2661	2444-9121
Q50518125	1576-4729	1576-4729	0
Q50518124	1576-7914	1576-7914	2341-1902
Q50518123	1577-0265	1577-0265	2339-6237
Q50518119	1577-0338	1577-0338	2445-2866
Q50814553	1577-0354	0	1577-0354
Q50518117	1577-4015	1577-4015	2014-0983
Q50814551	1578-7680	0	1578-7680
Q50771023	1578-8768	0	1578-8768
Q50518116	1578-8946	1578-8946	0
Q50518115	1578-908X	1578-908X	2255-1271
Q50518112	1579-1475	1579-1475	0
Q50814546	1579-1513	0	1579-1513
Q50518109	1579-1726	1579-1726	1988-2041
Q50814544	1579-7341	0	1579-7341
Q50814542	1579-7422	0	1579-7422
Q50518108	1579-7805	1579-7805	2386-3811
Q50518105	1580-0261	1580-0261	2350-4234
Q50518102	1580-5573	1580-5573	1581-6974
Q50814541	1581-1832	0	1581-1832
Q26842803	1581-3207	0	1581-3207
Q50814539	1581-5439	0	1581-5439
Q50518100	1581-8918	1581-8918	2386-0316
Q50518098	1582-0769	1582-0769	1582-3725
Q50518096	1582-1943	1582-1943	2247-7322
Q50518095	1582-2486	1582-2486	0
Q50518091	1582-3571	1582-3571	0
Q50518090	1582-3830	1582-3830	2285-7044
Q50518089	1582-4616	1582-4616	2285-5696
Q50520672	1582-540X	1582-540X	0
Q50520674	1582-5795	1582-5795	2393-3224
Q50520675	1582-5949	1582-5949	2247-8620
Q50520679	1582-7763	1582-7763	2065-1619
Q50520683	1582-7941	1582-7941	2247-8523
Q50520687	1582-8271	1582-8271	1841-4273
Q50520689	1582-8859	1582-8859	2065-3883
Q12720530	1582-9146	1582-9146	2247-9104
Q50520692	1583-0233	1583-0233	0
Q50814536	1583-0691	0	1583-0691
Q50814534	1583-1078	0	1583-1078
Q50520696	1583-1469	1583-1469	2343-7391
Q50520700	1583-1809	1583-1809	2344-4908
Q50520704	1583-2236	1583-2236	0
Q50520707	1583-3712	1583-3712	0
Q50520712	1583-7165	1583-7165	2065-7471
Q50520714	1583-7467	1583-7467	0
Q50520823	1584-0409	1584-0409	0
Q50520822	1584-143X	1584-143X	2344-4193
Q50520819	1584-174X	1584-174X	2392-6260
Q50520817	1584-2339	1584-2339	2285-3065
Q50520814	1584-2363	1584-2363	1842-7863
Q50520813	1584-2665	1584-2665	0
Q50520809	1584-3343	1584-3343	2068-3766
Q50520808	1584-3734	1584-3734	2286-0428
Q50520805	1584-5273	1584-5273	2069-7694
Q50520803	1584-6628	1584-6628	2285-3871
Q50520799	1584-9066	1584-9066	2344-2174
Q50520797	1584-9244	1584-9244	2558-815X
Q50520794	1589-3413	1589-3413	2415-9883
Q50520791	1591-4305	1591-4305	0
Q50520788	1592-6117	1592-6117	1724-2118
Q50520787	1592-7415	1592-7415	2282-8214
Q50814530	1593-2214	0	1593-2214
Q50520784	1594-6517	1594-6517	0
Q50520781	1598-2041	1598-2041	2508-5921
Q50520778	1603-5518	1603-5518	0
Q50520776	1605-2552	1605-2552	2226-5899
Q50520773	1606-5581	1606-5581	1817-5996
Q50520771	1607-2197	1607-2197	2423-6152
Q15753391	1607-2960	1607-2960	0
Q50520769	1607-3274	1607-3274	2313-688X
Q50520765	1607-3894	1607-3894	2071-1255
Q50770486	1607-4041	0	1607-4041
Q50520753	1607-4181	1607-4181	0
Q50520955	1607-6761	1607-6761	2521-6244
Q50520742	1607-8322	1607-8322	2220-5799
Q50520739	1608-5043	1608-5043	1608-5078
Q50520736	1609-624X	1609-624X	0
Q50520735	1611-9665	1611-9665	1618-5293
Q50814528	1612-9237	0	1612-9237
Q50520733	1613-4702	1613-4702	2297-878X
Q50814526	1614-2373	0	1614-2373
Q50520730	1616-8658	1616-8658	0
Q50520729	1618-8543	1618-8543	0
Q50520725	1619-7623	1619-7623	2199-9201
Q50520723	1627-9204	1627-9204	2117-4970
Q50814520	1630-7305	0	1630-7305
Q50520954	1635-3544	1635-3544	2265-7762
Q50520950	1635-4079	1635-4079	1775-433X
Q50520948	1637-5823	1637-5823	2431-1472
Q3045710	1638-1718	0	1638-1718
Q50814518	1638-573X	0	1638-573X
Q50520946	1641-3466	1641-3466	0
Q50520943	1641-3792	1641-3792	0
Q50520942	1641-4381	1641-4381	2391-677X
Q50520939	1644-0714	1644-0714	2300-6145
Q50520937	1644-0765	1644-0765	0
Q50520935	1644-6313	1644-6313	2451-0645
Q50520929	1644-6763	1644-6763	2450-5765
Q50520926	1645-0086	1645-0086	2182-8407
Q50814515	1645-1384	0	1645-1384
Q50520925	1645-2089	1645-2089	2183-3575
Q50403141	1645-3794	1645-3794	0
Q50520923	1645-4774	1645-4774	2183-038X
Q50520920	1645-5681	1645-5681	2183-5462
Q50520918	1646-043X	1646-043X	2182-9942
Q50520914	1646-091X	1646-091X	2182-3146
Q50520913	1646-107X	1646-107X	2182-2972
Q50426080	1646-1479	1646-1479	2183-2269
Q50814513	1646-3463	0	1646-3463
Q50814510	1646-3714	0	1646-3714
Q50814506	1646-4745	0	1646-4745
Q50520911	1646-477X	1646-477X	0
Q50814504	1646-4974	0	1646-4974
Q50520908	1646-5237	1646-5237	0
Q50520903	1646-6195	1646-6195	2182-9713
Q50520900	1646-6330	1646-6330	2182-1801
Q50520899	1646-706X	1646-706X	2183-0096
Q50814503	1646-740X	0	1646-740X
Q50520898	1646-7698	1646-7698	0
Q50520896	1646-9054	1646-9054	1646-9054
Q50520893	1646-9704	1646-9704	2183-4342
Q50520890	1646-9798	1646-9798	2183-0088
Q50520888	1646-9895	1646-9895	2183-0126
Q50814501	1647-0737	0	1647-0737
Q50520887	1647-0818	1647-0818	0
Q50520882	1647-2160	1647-2160	0
Q50520879	1647-354X	1647-354X	2183-7341
Q50520877	1647-6158	1647-6158	1647-7316
Q50814496	1647-659X	0	1647-659X
Q50814495	1647-7251	0	1647-7251
Q50520872	1647-8770	1647-8770	2182-973X
Q5120668	1647-8991	0	1647-8991
Q50520870	1647-905X	1647-905X	0
Q7257499	1648-2603	1648-2603	2029-2872
Q50520867	1648-4789	1648-4789	2029-2775
Q50520863	1649-8526	1649-8526	0
Q50770531	1652-8670	0	1652-8670
Q50770582	1653-4360	0	1653-4360
Q50520861	1654-7608	1654-7608	2001-7480
Q5570360	1654-9880	0	1654-9880
Q50520859	1655-1524	1655-1524	2012-0796
Q50520857	1655-1532	1655-1532	2012-0788
Q50520853	1657-0111	1657-0111	2346-2884
Q50520851	1657-0790	1657-0790	0
Q50520850	1657-1959	1657-1959	0
Q15763777	1657-320X	1657-320X	2339-3874
Q50520847	1657-3412	1657-3412	0
Q50520846	1657-3633	1657-3633	0
Q50520842	1657-3986	1657-3986	2256-5477
Q50520841	1657-4206	1657-4206	0
Q50520838	1657-463X	1657-463X	0
Q50520836	1657-4702	1657-4702	0
Q50520835	1657-4915	1657-4915	2389-7856
Q50520833	1657-4923	1657-4923	2389-7872
Q50521566	1657-5997	1657-5997	2027-5374
Q50814492	1657-6535	0	1657-6535
Q50521564	1657-7558	1657-7558	2346-2132
Q50521561	1657-8031	1657-8031	0
Q50521558	1657-8651	1657-8651	2346-2159
Q50521556	1657-8953	1657-8953	0
Q50521555	1657-8961	1657-8961	0
Q50521552	1658-077X	1658-077X	0
Q50814491	1658-3612	0	1658-3612
Q50521551	1658-6786	1658-6786	1658-6794
Q50521547	1659-0139	1659-0139	1659-4940
Q50521545	1659-0813	1659-0813	2215-4647
Q50521543	1659-097X	1659-097X	0
Q50521541	1659-1046	1659-1046	2215-3411
Q50521539	1659-1925	1659-1925	1659-3316
Q50521506	1659-2107	1659-2107	0
Q50770649	1659-2441	0	1659-2441
Q50521503	1659-2808	1659-2808	1659-2069
Q50521500	1659-3057	1659-3057	2215-3845
Q50814489	1659-3359	0	1659-3359
Q50814487	1659-4142	0	1659-4142
Q50521497	1659-4223	1659-4223	0
Q50521496	1659-4266	1659-4266	1659-441X
Q50521493	1659-4304	1659-4304	2215-4221
Q50521492	1659-455X	1659-455X	1659-407X
Q50521491	1661-6138	1661-6138	1661-6146
Q50432303	1661-8610	0	1661-8610
Q50521489	1662-1417	1662-1417	0
Q50814484	1662-5579	0	1662-5579
Q50770698	1663-618X	0	1663-618X
Q50521484	1663-9375	1663-9375	1663-9391
Q50521483	1664-0136	1664-0136	0
Q50521480	1664-5707	1664-5707	0
Q50521477	1665-0441	1665-0441	0
Q50521475	1665-0565	1665-0565	0
Q50521472	1665-0921	1665-0921	0
Q50521470	1665-1596	1665-1596	2448-6248
Q50814481	1665-5745	0	1665-5745
Q50521467	1665-6180	1665-6180	2007-1094
Q50521463	1665-8027	1665-8027	2007-8900
Q50521459	1665-8906	1665-8906	0
Q50521458	1665-899X	1665-899X	2007-8846
Q50521456	1666-1508	1666-1508	1852-0499
Q50521454	1666-2938	1666-2938	1853-9912
Q15749678	1666-6046	1666-6046	1666-6038
Q50521451	1666-7719	1666-7719	2346-9129
Q50521449	1666-8359	1666-8359	2362-552X
Q50814478	1666-8979	0	1666-8979
Q50814474	1666-9606	0	1666-9606
Q50521446	1667-2003	1667-2003	2524-9274
Q50814472	1667-4545	0	1667-4545
Q50521444	1667-8613	1667-8613	2468-9912
Q50521441	1668-5431	1668-5431	1853-3248
Q50521437	1668-7175	1668-7175	1853-8800
Q50814470	1668-7515	0	1668-7515
Q50814466	1668-8090	0	1668-8090
Q50521435	1668-950X	1668-950X	2314-257X
Q50521433	1669-3299	1669-3299	2314-0208
Q50814457	1669-6301	0	1669-6301
Q50814453	1669-6581	0	1669-6581
Q50521430	1669-7634	1669-7634	1668-8708
Q50521429	1670-6803	1670-6803	1670-679X
Q50521427	1670-875X	1670-875X	1670-8768
Q50521425	1672-5107	1672-5107	1995-8226
Q50521423	1672-5123	1672-5123	0
Q50521421	1672-6421	1672-6421	0
Q50521419	1673-3185	1673-3185	0
Q50521762	1674-2370	1674-2370	2405-8106
Q50521756	1674-2834	1674-2834	2376-6123
Q50521755	1674-7755	1674-7755	0
Q50521752	1674-862X	1674-862X	0
Q50521750	1674-9278	1674-9278	0
Q50521748	1674-9847	1674-9847	0
Q50521746	1675-7319	1675-7319	2180-429X
Q50521742	1675-8161	1675-8161	0
Q50521740	1676-045X	1676-045X	1982-3029
Q21385637	1676-0611	0	1676-0611
Q50521738	1676-1871	1676-1871	1676-3025
Q50814451	1676-1901	0	1676-1901
Q50521736	1676-1995	1676-1995	1980-4490
Q50814449	1676-2584	0	1676-2584
Q50521888	1676-2592	1676-2592	0
Q50521731	1676-2800	1676-2800	2317-3882
Q50521727	1676-2819	1676-2819	2317-501X
Q50521725	1676-5435	1676-5435	1679-0367
Q50521724	1676-5443	1676-5443	1679-0383
Q50521721	1676-5451	1676-5451	1679-0375
Q50521718	1676-546X	1676-546X	1679-0359
Q50814447	1676-6288	0	1676-6288
Q50521715	1676-9732	1676-9732	2238-1171
Q50521713	1677-1168	1677-1168	1678-9563
Q50521711	1677-1303	1677-1303	1983-9294
Q50521706	1677-1966	1677-1966	2179-8451
Q50521704	1677-2334	1677-2334	2175-7941
Q50521883	1677-2504	1677-2504	2178-2822
Q50814438	1677-2954	0	1677-2954
Q50521699	1677-4310	1677-4310	1983-1471
Q50521697	1677-5449	1677-5449	1677-7301
Q50521696	1677-6097	1677-6097	2358-4319
Q50521693	1677-6402	1677-6402	2176-9184
Q50814436	1677-6976	0	1677-6976
Q50521692	1677-7387	1677-7387	0
Q50521689	1677-7395	1677-7395	1679-0944
Q50814434	1677-9509	0	1677-9509
Q50521685	1677-9770	1677-9770	2237-0951
Q50521684	1678-1007	1678-1007	1981-7746
Q50521682	1678-166X	1678-166X	2447-4193
Q50814432	1678-2054	0	1678-2054
Q50814430	1678-2593	0	1678-2593
Q50521680	1678-4855	1678-4855	2237-6453
Q50521679	1678-5029	1678-5029	2317-8558
Q50521678	1678-5320	1678-5320	2178-0447
Q50521676	1678-5398	1678-5398	1981-9730
Q50521674	1678-5428	1678-5428	1983-9308
Q50521671	1678-5622	1678-5622	1982-7660
Q50521669	1678-569X	1678-569X	2316-7521
Q50814428	1678-6343	0	1678-6343
Q50521663	1678-6408	1678-6408	0
Q50521661	1678-6483	1678-6483	2179-4936
Q50814426	1678-6971	0	1678-6971
Q50814424	1678-7226	0	1678-7226
Q50521660	1678-765X	1678-765X	0
Q50521658	1678-8346	1678-8346	2448-2692
Q50814657	1678-8621	0	1678-8621
Q50521656	1678-9059	1678-9059	2318-180X
Q50521654	1679-0731	1679-0731	1984-5146
Q50521651	1679-1509	1679-1509	1677-6062
Q50521648	1679-2009	1679-2009	1807-9342
Q28677778	1679-3749	1679-3749	2317-2096
Q50814656	1679-3951	0	1679-3951
Q50814655	1679-5350	0	1679-5350
Q50521645	1679-5520	1679-5520	0
Q50521641	1679-6470	1679-6470	1809-8207
Q50521881	1679-6748	1679-6748	2317-6784
Q50521876	1679-7817	1679-7817	1679-7825
Q50814654	1679-849X	0	1679-849X
Q50814653	1679-9127	0	1679-9127
Q50521874	1679-9615	1679-9615	2175-5841
Q50521869	1680-2004	1680-2004	0
Q50521868	1680-2993	1680-2993	2008-2363
Q50521866	1680-7626	1680-7626	2008-4536
Q50521865	1680-8398	1680-8398	1992-4240
Q50521863	1681-150X	1681-150X	2309-8309
Q50521861	1681-6048	1681-6048	2308-8893
Q50521859	1682-0363	1682-0363	1819-3684
Q50521854	1682-1750	1682-1750	2194-9034
Q50814652	1682-2749	0	1682-2749
Q50521851	1682-5527	1682-5527	1682-5535
Q50521847	1682-606X	1682-606X	2213-5413
Q6067284	1682-6957	1682-6957	2345-3664
Q7694899	1683-1764	1683-1764	1735-7322
Q50521845	1683-6065	1683-6065	2414-0406
Q50521843	1683-7584	1683-7584	2071-078X
Q50521840	1683-979X	1683-979X	1683-9803
Q50521838	1684-2782	1684-2782	2309-6535
